icrogid	uid	hgnc_symbol	entrezgene	ensembl_gene_id
4759964	2186087	ANGPTL7	10218	ENSG00000171819
2309032	3894658	ANK1	286	ENSG00000029534
4696180	2368500	ANK2	287	ENSG00000145362
2650494	3739332	ANK3	288	ENSG00000151150
13511348	13511348	ANKAR	150709	ENSG00000151687
864302	2032497	ANKEF1	63926	ENSG00000132623
336836	2183154	ANKFY1	51479	ENSG00000185722
36587755	4560000	ANKH	56172	ENSG00000154122
5065892	1127312	ANKHD1-EIF4EBP3	404734	ENSG00000254996
3205227	5059508	ANKIB1	54467	ENSG00000001629
9442607	3034498	ANKLE1	126549	ENSG00000160117
8973282	4473831	ANKLE2	23141	ENSG00000176915
1964819	2155475	ANKMY2	57037	ENSG00000106524
2395878	5343346	ANKRA2	57763	ENSG00000164331
4411901	2792641	ANKRD1	27063	ENSG00000148677
48536312	48536312	ANKRD10	55608	ENSG00000088448
3526715	5103577	ANKRD11	29123	ENSG00000167522
1785190	966425	ANKRD12	23253	ENSG00000101745
3872450	4372825	ANKRD13A	88455	ENSG00000076513
338724	3870887	ANKRD13B	124930	ENSG00000198720
898953	2968161	ANKRD13C	81573	ENSG00000118454
5182122	14007162	ANKRD13D	338692	ENSG00000172932
2813233	1251604	ANKRD17	26057	ENSG00000132466
4628823	4628823	ANKRD18A	253650	ENSG00000180071
76485628	2068280	ANKRD18B	441459	ENSG00000230453
4874216	354370	ANKRD2	26287	ENSG00000165887
1215970	1215970	ANKRD22	118932	ENSG00000152766
287850	2792641	ANKRD23	200539	ENSG00000163126
5289350	232605	ANKRD24	170961	ENSG00000089847
5289352	335385	ANKRD26	22852	ENSG00000107890
282372	2378913	ANKRD27	84079	ENSG00000105186
5045238	2695738	ANKRD28	23243	ENSG00000206560
31459360	2068280	ANKRD30A	91074	ENSG00000148513
48855386	48855386	ANKRD32	84250	ENSG00000133302
3089644	3089644	ANKRD34A	284615	ENSG00000272031
5289364	4691983	ANKRD35	148741	ENSG00000198483
45965634	45965634	ANKRD37	353322	ENSG00000186352
3183025	2068280	ANKRD39	51239	ENSG00000213337
3169128	2677230	ANKRD40	91369	ENSG00000154945
27461062	4122724	ANKRD42	338699	ENSG00000137494
5289368	5289368	ANKRD44	91526	ENSG00000065413
42136338	2186087	ANKRD45	339416	ENSG00000183831
37025140	3486480	ANKRD46	157567	ENSG00000186106
41799292	2186087	ANKRD50	57182	ENSG00000151458
5006443	5006443	ANKRD52	283373	ENSG00000139645
4631490	4631490	ANKRD53	79998	ENSG00000144031
33010378	4083603	ANKRD54	129138	ENSG00000100124
3813967	3813967	ANKRD55	79722	ENSG00000164512
16815385	16815385	ANKRD6	22881	ENSG00000135299
5837402	5837402	ANKRD7	56311	ENSG00000106013
4594083	2135848	ANKS1A	23294	ENSG00000064999
9378103	1027325	ANKS1B	56899	ENSG00000185046
4135479	4135479	ANKS3	124401	ENSG00000168096
3532786	2186087	ANKS4B	257629	ENSG00000175311
30275823	2186087	ANKS6	203286	ENSG00000165138
1539390	1297684	ANKZF1	55139	ENSG00000163516
3688660	5397179	ANLN	54443	ENSG00000011426
23680808	2068280	ANO1	55107	ENSG00000131620
39310365	39310365	ANO10	55129	ENSG00000160746
44368899	44368899	ANO2	57101	ENSG00000047617
29742435	29742435	ANO5	203859	ENSG00000171714
5289325	5013173	ANO6	196527	ENSG00000177119
4759535	4759535	ANO8	57719	ENSG00000074855
10012759	1143071	ANO9	338440	ENSG00000185101
5337292	5337292	ANOS1	3730	ENSG00000011201
4453536	1365685	ANP32A	8125	ENSG00000140350
853933	1160340	ANP32B	10541	ENSG00000136938
42195886	2068280	ANP32D	23519	ENSG00000139223
1316205	1316205	ANP32E	81611	ENSG00000143401
3885907	3885907	ANPEP	290	ENSG00000166825
1122830	3018299	ANTXR1	84168	ENSG00000169604
11007357	4820577	ANTXR2	118429	ENSG00000163297
3719914	4629164	ANXA1	301	ENSG00000135046
42335628	2068280	ANXA10	11199	ENSG00000109511
698664	1458779	ANXA11	311	ENSG00000122359
3290012	1796761	ANXA13	312	ENSG00000104537
2522401	2556870	ANXA2	302	ENSG00000182718
3366883	4972844	ANXA3	306	ENSG00000138772
5289410	2681838	ANXA4	307	ENSG00000196975
4535951	2392011	ANXA5	308	ENSG00000164111
4734	4381848	ANXA6	309	ENSG00000197043
1038848	3673123	ANXA7	310	ENSG00000138279
359834	2244054	ANXA9	8416	ENSG00000143412
4417993	4417993	AOC1	26	ENSG00000002726
4155983	4615338	AOC3	8639	ENSG00000131471
4709716	314383	AOX1	316	ENSG00000138356
514745	4863907	AP1AR	55435	ENSG00000138660
1496922	3371516	AP1B1	162	ENSG00000100280
1661851	514745	AP1G1	164	ENSG00000166747
2761732	3267772	AP1G2	8906	ENSG00000213983
1180512	5175611	AP1M1	8907	ENSG00000072958
5157354	2186087	AP1M2	10053	ENSG00000129354
374830	5158339	AP1S1	1174	ENSG00000106367
2903052	2761732	AP1S2	8905	ENSG00000182287
543104	2579206	AP1S3	130340	ENSG00000152056
1719520	4529228	AP2A1	160	ENSG00000196961
4012386	900408	AP2A2	161	ENSG00000183020
3653532	3867581	AP2B1	163	ENSG00000006125
1150330	3522491	AP2M1	1173	ENSG00000161203
1074163	3653532	AP2S1	1175	ENSG00000042753
2733	723975	AP3B1	8546	ENSG00000132842
4407417	16816000	AP3B2	8120	ENSG00000103723
4605542	5240249	AP3D1	8943	ENSG00000065000
4589376	1750554	AP3M1	26985	ENSG00000185009
475892	2068280	AP3M2	10947	ENSG00000070718
1942250	2421173	AP3S1	1176	ENSG00000177879
723975	4605542	AP3S2	10239	ENSG00000157823
4915267	4989432	AP4B1	10717	ENSG00000134262
2877211	4915267	AP4E1	23431	ENSG00000081014
4989432	5240249	AP4M1	9179	ENSG00000221838
2161896	4056103	AP4S1	11154	ENSG00000100478
27321422	5208796	AP5B1	91056	ENSG00000254470
25034187	27321422	AP5M1	55745	ENSG00000053770
49066241	49066241	AP5S1	55317	ENSG00000125843
2786774	3909139	AP5Z1	9907	ENSG00000242802
124814	3355830	APAF1	317	ENSG00000120868
3272373	3819767	APBA1	320	ENSG00000276497
2089534	3463628	APBA2	321	ENSG00000276495
984805	53381	APBA3	9546	ENSG00000011132
482626	3685893	APBB1	322	ENSG00000166313
3558354	2796151	APBB1IP	54518	ENSG00000077420
13924443	2186087	APBB2	323	ENSG00000163697
4304478	2135848	APBB3	10307	ENSG00000113108
1251604	2222878	APC	324	ENSG00000134982
4468330	4853171	APC2	10297	ENSG00000115266
4740958	2334564	APCDD1	147495	ENSG00000154856
4734073	5083336	APCS	325	ENSG00000132703
4547746	1954208	APEH	327	ENSG00000164062
498749	1325425	APEX1	328	ENSG00000100823
3713316	9441646	APEX2	27301	ENSG00000169188
3759885	53381	APH1A	51107	ENSG00000117362
4652499	2726989	APH1B	83464	ENSG00000138613
5835211	9441518	API5	8539	ENSG00000166181
2646339	4279115	APIP	51074	ENSG00000149089
4944240	4992275	APITD1-CORT	100526739	ENSG00000251503
243995	3780725	APLF	200558	ENSG00000169621
4091286	4091286	APLN	8862	ENSG00000171388
3339924	4091286	APLNR	187	ENSG00000134817
715083	5435511	APLP1	333	ENSG00000105290
4664969	1581317	APLP2	334	ENSG00000084234
2437361	5174992	APMAP	57136	ENSG00000101474
5011796	5058727	APOA1	335	ENSG00000118137
4006021	5011796	APOA1BP	128240	ENSG00000163382
4426536	1753491	APOA2	336	ENSG00000158874
918392	5058727	APOA4	337	ENSG00000110244
42029109	5115478	APOA5	116519	ENSG00000110243
14005522	2993521	APOB	338	ENSG00000084674
2793249	4532269	APOBEC1	339	ENSG00000111701
4532269	4532269	APOBEC2	10930	ENSG00000124701
268572	2068280	APOBEC3A	100913187	ENSG00000128383
1741789	1741789	APOBEC3B	9582	ENSG00000179750
4444603	4811083	APOBEC3C	27350	ENSG00000244509
68300591	2068280	APOBEC3D	140564	ENSG00000243811
37792326	2379744	APOBEC3F	200316	ENSG00000128394
3328040	821803	APOBEC3G	60489	ENSG00000239713
1611125	4426536	APOC1	341	ENSG00000130208
1539490	4493286	APOC3	345	ENSG00000110245
44819196	44819196	APOC4	346	ENSG00000267467
2783545	2783545	APOC4-APOC2	344	ENSG00000224916
1701894	4426536	APOD	347	ENSG00000189058
4560000	2726989	APOE	348	ENSG00000130203
252727	5011796	APOF	319	ENSG00000175336
2360237	4957523	APOH	350	ENSG00000091583
1915720	5011796	APOL1	8542	ENSG00000100342
792949	2068280	APOL2	23780	ENSG00000128335
38256844	38256844	APOL4	80832	ENSG00000100336
662466	863768	APOL5	80831	ENSG00000277390
38052637	2068280	APOL6	80830	ENSG00000221963
793158	4004966	APOM	55937	ENSG00000206409
52573442	5081339	APOO	79135	ENSG00000184831
53009985	53009985	APOOL	139322	ENSG00000155008
38911167	2068280	APOPT1	84334	ENSG00000256053
2186087	1871880	APP	351	ENSG00000142192
4474494	2183498	APPBP2	10513	ENSG00000062725
4488603	4846000	APPL1	26060	ENSG00000157500
890751	4488603	APPL2	55198	ENSG00000136044
4796154	16817590	APRT	353	ENSG00000198931
29378	1692316	APTX	54840	ENSG00000137074
243067	5337581	AQP1	358	ENSG00000240583
32288217	2791829	AQP11	282679	ENSG00000178301
143169	2068280	AQP2	359	ENSG00000167580
4744321	4412742	AQP3	360	ENSG00000165272
1750554	1150330	AQP4	361	ENSG00000171885
5071710	5032510	AQP5	362	ENSG00000161798
5204397	1145418	AQR	9716	ENSG00000021776
508037	1373290	AR	367	ENSG00000169083
4748546	4472923	ARAF	369	ENSG00000078061
1065022	13924533	ARAP1	116985	ENSG00000186635
48295167	4662323	ARAP3	64411	ENSG00000120318
5139555	2068280	ARC	23237	ENSG00000198576
671816	4516170	ARCN1	372	ENSG00000095139
3731433	4984842	AREG	374	ENSG00000109321
5229807	5229807	AREL1	9870	ENSG00000119682
5240249	5240249	ARF1	375	ENSG00000143761
3249432	3112844	ARF3	377	ENSG00000134287
1090505	3329468	ARF4	378	ENSG00000168374
1522495	2527994	ARF5	381	ENSG00000004059
1325425	3754565	ARF6	382	ENSG00000165527
4493286	5240249	ARFGAP1	55738	ENSG00000101199
26098601	26098601	ARFGAP2	84364	ENSG00000149182
261279	1160340	ARFGAP3	26286	ENSG00000242247
2227929	1629502	ARFGEF1	10565	ENSG00000066777
4976233	4976233	ARFGEF2	10564	ENSG00000124198
40737353	2168044	ARFGEF3	57221	ENSG00000112379
2701648	1522495	ARFIP1	27236	ENSG00000164144
3648611	886779	ARFIP2	23647	ENSG00000132254
4032245	3087482	ARFRP1	10139	ENSG00000101246
1185218	2164965	ARG1	383	ENSG00000118520
1136493	1185218	ARG2	384	ENSG00000081181
4290412	961525	ARGLU1	55082	ENSG00000134884
1377931	3503650	ARHGAP1	392	ENSG00000175220
2023519	2556870	ARHGAP10	79658	ENSG00000071205
618897	2223151	ARHGAP11A	9824	ENSG00000275568
41208349	2068280	ARHGAP12	94134	ENSG00000165322
1827736	3837793	ARHGAP15	55843	ENSG00000075884
4035333	4811603	ARHGAP17	55114	ENSG00000140750
338334	1176463	ARHGAP18	93663	ENSG00000146376
4479993	2043465	ARHGAP19	84986	ENSG00000213390
683189	475613	ARHGAP20	57569	ENSG00000137727
2361081	3912212	ARHGAP21	57584	ENSG00000107863
28108917	5296490	ARHGAP22	58504	ENSG00000128805
46783646	46783646	ARHGAP23	57636	ENSG00000275832
2825363	5272060	ARHGAP24	83478	ENSG00000138639
45604183	45604183	ARHGAP25	9938	ENSG00000163219
50293	9769294	ARHGAP26	23092	ENSG00000145819
14007633	886779	ARHGAP27	201176	ENSG00000159314
1860108	3603966	ARHGAP29	9411	ENSG00000137962
3318603	886779	ARHGAP31	57514	ENSG00000031081
5376339	863768	ARHGAP32	9743	ENSG00000134909
5406270	886779	ARHGAP33	115703	ENSG00000004777
3776312	4056103	ARHGAP35	2909	ENSG00000160007
42756517	42756517	ARHGAP36	158763	ENSG00000147256
4767673	5344278	ARHGAP4	393	ENSG00000089820
2083999	1117962	ARHGAP44	9912	ENSG00000006740
1369024	5001936	ARHGAP5	394	ENSG00000100852
51499665	51499665	ARHGAP6	395	ENSG00000047648
4411366	3799739	ARHGAP8	23779	ENSG00000241484
5376078	2186087	ARHGAP9	64333	ENSG00000123329
3211116	886779	ARHGDIA	396	ENSG00000141522
4369338	4862491	ARHGDIB	397	ENSG00000111348
755673	964296	ARHGDIG	398	ENSG00000242173
4867422	5278141	ARHGEF1	9138	ENSG00000076928
5290782	3992024	ARHGEF10	9639	ENSG00000274726
2244054	5059508	ARHGEF10L	55160	ENSG00000074964
323602	2079075	ARHGEF11	9826	ENSG00000132694
2843707	4862491	ARHGEF12	23365	ENSG00000196914
2110170	2386483	ARHGEF15	22899	ENSG00000198844
119161	2223151	ARHGEF16	27237	ENSG00000130762
2979707	2979707	ARHGEF17	9828	ENSG00000110237
9644968	5228967	ARHGEF18	23370	ENSG00000104880
4931831	3176119	ARHGEF19	128272	ENSG00000142632
2075788	5300147	ARHGEF2	9181	ENSG00000116584
5322319	1373290	ARHGEF25	115557	ENSG00000240771
16583720	259368	ARHGEF28	64283	ENSG00000214944
1089690	1738257	ARHGEF3	50650	ENSG00000163947
30079336	2068280	ARHGEF35	445328	ENSG00000213214
4749603	4749603	ARHGEF39	84904	ENSG00000137135
4549419	1251604	ARHGEF4	50649	ENSG00000136002
1891285	2556014	ARHGEF40	55701	ENSG00000165801
9213461	5059508	ARHGEF5	7984	ENSG00000050327
2322933	767458	ARHGEF6	9459	ENSG00000129675
202100	2180245	ARHGEF7	8874	ENSG00000102606
1920149	2449677	ARHGEF9	23229	ENSG00000131089
1340317	506434	ARID1A	8289	ENSG00000117713
5290795	5253180	ARID1B	57492	ENSG00000049618
758691	1700717	ARID2	196528	ENSG00000189079
3413201	3108911	ARID3A	1820	ENSG00000116017
4718733	4863907	ARID3B	10620	ENSG00000179361
4405233	4572794	ARID4A	5926	ENSG00000032219
3776991	2753834	ARID4B	51742	ENSG00000054267
5193296	2068280	ARID5A	10865	ENSG00000196843
1179736	4691983	ARID5B	84159	ENSG00000150347
512356	1146862	ARIH1	25820	ENSG00000166233
584101	749723	ARIH2	10425	ENSG00000177479
28235502	2443530	ARIH2OS	646450	ENSG00000221883
558453	2654709	ARL1	400	ENSG00000120805
53217281	53217281	ARL10	285598	ENSG00000175414
847431	2204433	ARL11	115761	ENSG00000152213
32384856	4691983	ARL13A	392509	ENSG00000174225
24549263	24549263	ARL13B	200894	ENSG00000169379
772281	2332407	ARL14	80117	ENSG00000179674
2332407	2332407	ARL14EP	120534	ENSG00000152219
826613	4972844	ARL15	54622	ENSG00000185305
35107629	2068280	ARL16	339231	ENSG00000214087
22818465	2068280	ARL17B	100294341	ENSG00000276276
23799929	2068280	ARL17B	100506084	ENSG00000276276
1114514	1548856	ARL2	402	ENSG00000213465
4632352	5131942	ARL2BP	23568	ENSG00000102931
3785079	2438392	ARL3	403	ENSG00000138175
2207602	2068280	ARL4A	10124	ENSG00000122644
681925	2154661	ARL4C	10123	ENSG00000188042
4772364	1160340	ARL4D	379	ENSG00000175906
2755756	3837793	ARL5A	26225	ENSG00000162980
4913189	4913189	ARL5B	221079	ENSG00000165997
5174016	5174016	ARL6	84100	ENSG00000113966
442447	746078	ARL6IP1	23204	ENSG00000170540
3799146	5174016	ARL6IP4	51329	ENSG00000182196
4192326	5174016	ARL6IP5	10550	ENSG00000144746
4417234	5174016	ARL6IP6	151188	ENSG00000177917
1654236	2068280	ARL8A	127829	ENSG00000143862
1582126	3837793	ARL8B	55207	ENSG00000134108
4734199	4264365	ARMC1	55156	ENSG00000104442
2424056	2424056	ARMC10	83787	ENSG00000170632
40471829	4732923	ARMC5	79798	ENSG00000140691
5290997	3157177	ARMC6	93436	ENSG00000105676
4687771	3285460	ARMC7	79637	ENSG00000125449
5290999	3174903	ARMC8	25852	ENSG00000114098
35736456	2068280	ARMC9	80210	ENSG00000135931
4337645	4337645	ARMCX1	51309	ENSG00000126947
2180816	53460539	ARMCX2	9823	ENSG00000184867
4107574	9213748	ARMCX3	51566	ENSG00000102401
24301913	2068280	ARMCX5	64860	ENSG00000125962
1876180	1735580	ARMT1	79624	ENSG00000146476
3010888	1488081	ARNT	405	ENSG00000143437
3295111	3839008	ARNT2	9915	ENSG00000172379
4377200	1795737	ARNTL	406	ENSG00000133794
356283	3839008	ARNTL2	56938	ENSG00000029153
1036887	4479744	ARPC1A	10552	ENSG00000241685
4115628	4479744	ARPC1B	10095	ENSG00000130429
4479744	4863038	ARPC2	10109	ENSG00000163466
4311946	107288	ARPC3	10094	ENSG00000111229
2430410	4049585	ARPC4	10093	ENSG00000241553
2430410	4049585	ARPC4-TTLL3	100526693	ENSG00000250151
2706833	4417202	ARPC5	10092	ENSG00000162704
2622759	4479744	ARPC5L	81873	ENSG00000136950
2036483	961525	ARPP19	10776	ENSG00000128989
30236419	30236419	ARPP21	10777	ENSG00000172995
5292006	3246545	ARR3	407	ENSG00000120500
4397910	2271250	ARRB1	408	ENSG00000137486
3130413	1085946	ARRB2	409	ENSG00000141480
3657453	3580033	ARRDC1	92714	ENSG00000197070
3964058	991986	ARRDC2	27106	ENSG00000105643
4900349	4919225	ARRDC3	57561	ENSG00000113369
33386633	14007162	ARRDC4	91947	ENSG00000140450
3828969	3828969	ARSA	410	ENSG00000100299
5134860	5134860	ARSB	411	ENSG00000113273
4480196	2267379	ARSE	415	ENSG00000157399
4111748	138193	ARSF	416	ENSG00000062096
165260	740298	ART1	417	ENSG00000129744
32536982	32536982	ART3	419	ENSG00000156219
31611280	2186087	ART4	420	ENSG00000111339
741093	3502798	ARTN	9048	ENSG00000117407
4540174	2068280	ARV1	64801	ENSG00000173409
537684	2721163	ARVCF	421	ENSG00000099889
3628645	2068280	AS3MT	57412	ENSG00000214435
9442770	5006590	ASAH1	427	ENSG00000104763
998990	998990	ASAH2	56624	ENSG00000188611
49005556	49005556	ASAH2B	653308	ENSG00000204147
4067378	3767375	ASAP1	50807	ENSG00000153317
5007060	2886402	ASAP2	8853	ENSG00000151693
3662761	961525	ASAP3	55616	ENSG00000088280
1052758	3896672	ASB1	51665	ENSG00000065802
47730842	4493286	ASB10	136371	ENSG00000146926
4604877	3896672	ASB12	142689	ENSG00000198881
2786620	9768717	ASB13	79754	ENSG00000196372
1583448	4154210	ASB16	92591	ENSG00000161664
41541928	4732923	ASB17	127247	ENSG00000154007
3108043	1105296	ASB2	51676	ENSG00000100628
2455616	3896672	ASB4	51666	ENSG00000005981
3955657	1921791	ASB6	140459	ENSG00000148331
3378523	4821148	ASB7	140460	ENSG00000183475
4220438	3207314	ASB8	140461	ENSG00000177981
3600589	1105296	ASB9	140462	ENSG00000102048
4683914	4629164	ASCC1	51008	ENSG00000138303
1087739	1947668	ASCC2	84164	ENSG00000100325
2183391	4629164	ASCC3	10973	ENSG00000112249
3858617	4804264	ASCL1	429	ENSG00000139352
270889	5347590	ASCL2	430	ENSG00000183734
5292097	483984	ASCL3	56676	ENSG00000176009
3902890	4889250	ASCL4	121549	ENSG00000187855
3875217	5070500	ASF1A	25842	ENSG00000111875
2047592	3667797	ASF1B	55723	ENSG00000105011
4362745	4957523	ASGR1	432	ENSG00000141505
5292122	5042452	ASGR2	433	ENSG00000161944
3212575	3410334	ASH1L	55870	ENSG00000116539
5259329	4572002	ASH2L	9070	ENSG00000129691
2485554	821803	ASIC1	41	ENSG00000110881
5211777	2485554	ASIC2	40	ENSG00000108684
4117748	1283244	ASIC3	9311	ENSG00000213199
2969997	1279220	ASIP	434	ENSG00000101440
123560	3487095	ASL	435	ENSG00000126522
1133480	3966049	ASMTL	8623	ENSG00000169093
2491612	3854928	ASNA1	439	ENSG00000198356
3019918	737582	ASNS	440	ENSG00000070669
3217165	5083094	ASNSD1	54529	ENSG00000138381
890314	9378428	ASPH	444	ENSG00000198363
1604982	3621324	ASPM	259266	ENSG00000066279
4466546	2106983	ASPRV1	151516	ENSG00000244617
1225771	2271732	ASPSCR1	79058	ENSG00000169696
2705467	343045	ASRGL1	80150	ENSG00000162174
4653287	913032	ASS1	445	ENSG00000130707
48608036	48608036	ASTN1	460	ENSG00000152092
4447080	2482188	ASUN	55726	ENSG00000064102
2544648	4456845	ASXL1	171023	ENSG00000171456
3320096	2272647	ASXL2	55252	ENSG00000143970
42533709	2256074	ASZ1	136991	ENSG00000154438
2380176	644655	ATAD1	84896	ENSG00000138138
754096	4830470	ATAD2	29028	ENSG00000156802
50065713	50065713	ATAD2B	54454	ENSG00000119778
2477749	3758918	ATAD3A	55210	ENSG00000197785
403028	4716466	ATAD3B	83858	ENSG00000160072
2588548	2068280	ATAD3C	219293	ENSG00000215915
3957495	1453531	ATAD5	79915	ENSG00000176208
47174121	47174121	ATAT1	79969	ENSG00000229061
2968358	2168149	ATCAY	85300	ENSG00000167654
4543186	4543186	ATE1	11101	ENSG00000107669
178957	11792364	ATF1	466	ENSG00000123268
952160	3398066	ATF2	1386	ENSG00000115966
548010	4629164	ATF3	467	ENSG00000162772
399028	4538526	ATF4	468	ENSG00000128272
1017962	1413322	ATF5	22809	ENSG00000169136
3051344	1605620	ATF6	22926	ENSG00000118217
2204303	3660000	ATF6B	1388	ENSG00000213676
3006313	3962824	ATF7	11016	ENSG00000170653
5124507	3897808	ATF7IP	55729	ENSG00000171681
3203135	2338264	ATF7IP2	80063	ENSG00000166669
67092	3667797	ATG10	83734	ENSG00000152348
2495347	2807626	ATG101	60673	ENSG00000123395
4461253	5071100	ATG12	9140	ENSG00000145782
4878688	5091618	ATG13	9776	ENSG00000175224
2186948	4021969	ATG14	22863	ENSG00000126775
3892577	3837793	ATG16L1	55054	ENSG00000085978
1041485	5091618	ATG16L2	89849	ENSG00000168010
13314117	4004966	ATG2A	23130	ENSG00000110046
14005570	557807	ATG2B	55102	ENSG00000066739
5038670	5091618	ATG3	64422	ENSG00000144848
1215317	2183154	ATG4A	115201	ENSG00000101844
4915679	5038670	ATG4B	23192	ENSG00000168397
1620022	5266921	ATG4C	84938	ENSG00000125703
366827	4874921	ATG4D	84971	ENSG00000130734
5071100	3670225	ATG5	9474	ENSG00000057663
3132597	3348102	ATG7	10533	ENSG00000197548
1115315	3378486	ATG9A	79065	ENSG00000198925
49293917	49293917	ATHL1	80162	ENSG00000142102
4842370	2981808	ATIC	471	ENSG00000138363
4859372	5140788	ATL1	51062	ENSG00000198513
3041787	5174016	ATL2	64225	ENSG00000119787
979493	2068280	ATL3	25923	ENSG00000184743
16816000	4122724	ATM	472	ENSG00000149311
3498570	3498570	ATMIN	23300	ENSG00000166454
4115704	4035043	ATN1	1822	ENSG00000111676
1507071	1507071	ATOH1	474	ENSG00000172238
40443442	4041539	ATOH8	84913	ENSG00000168874
17514	851036	ATOX1	475	ENSG00000177556
31834861	2068280	ATP10D	57205	ENSG00000145246
42644935	42644935	ATP11A	23250	ENSG00000068650
46096059	46096059	ATP11B	23200	ENSG00000058063
37648866	37648866	ATP11C	286410	ENSG00000101974
2799009	3252138	ATP12A	479	ENSG00000075673
3487078	9213461	ATP13A1	57130	ENSG00000105726
52484640	48191434	ATP13A2	23400	ENSG00000159363
5292588	5292588	ATP13A3	79572	ENSG00000133657
1195161	1195161	ATP13A4	84239	ENSG00000127249
4456626	5176863	ATP1A1	476	ENSG00000163399
5057990	5057990	ATP1A2	477	ENSG00000018625
2364838	2364838	ATP1A3	478	ENSG00000105409
4414535	4862491	ATP1A4	480	ENSG00000132681
2696816	232605	ATP1B1	481	ENSG00000143153
3320405	2068280	ATP1B2	482	ENSG00000129244
2999132	5409001	ATP1B3	483	ENSG00000069849
434488	1815070	ATP2A1	487	ENSG00000196296
3724778	5123142	ATP2A2	488	ENSG00000174437
206436	3143545	ATP2A3	489	ENSG00000074370
1255747	4264365	ATP2B1	490	ENSG00000070961
1201108	2191274	ATP2B2	491	ENSG00000157087
2458002	3077030	ATP2B3	492	ENSG00000067842
4824057	2721163	ATP2B4	493	ENSG00000058668
2589320	2589320	ATP2C1	27032	ENSG00000017260
5060244	5060244	ATP2C2	9914	ENSG00000064270
47296328	4433270	ATP4A	495	ENSG00000105675
2464270	3492801	ATP4B	496	ENSG00000186009
4120233	2373744	ATP5A1	498	ENSG00000152234
3396733	5093917	ATP5B	506	ENSG00000110955
2659519	1296133	ATP5C1	509	ENSG00000165629
3338161	4386137	ATP5D	513	ENSG00000099624
1185933	2496712	ATP5E	514	ENSG00000124172
3149371	2543349	ATP5F1	515	ENSG00000116459
2447935	2447935	ATP5G1	516	ENSG00000159199
576088	3235241	ATP5G2	517	ENSG00000135390
180577	180577	ATP5G3	518	ENSG00000154518
